symbol,timeframe,strategy,note,signal_time,period,pair_key,v_start_i,v_extreme_i,v_start,v_extreme,trigger_level,v_move_atr,v_move_bars,v_recovery_bars,drop_speed_atr_per_bar,recovery_speed_atr_per_bar,right_left_speed_ratio,fib_ratio_at_signal,close_location,body_ratio,ema50_stretch_atr,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,year
CHFJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2018-05-22 00:00:00,Research_2015_2024,1347-1359,1347,1359,111.557,108.508,111.557,5.470051607680782,12,12,0.4558376339733985,0.46570489663074366,1.0216464414562159,1.0216464414562159,0.588571428571435,0.39857142857144207,1.4655274041996458,2018-05-23 00:00:00,111.624,108.3686503092348,114.87734969076521,2018-08-01 00:00:00,112.556,max_hold,60,3.2553496907652004,0.28629796750988273,0.28015423430151304,2018
CHFJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2018-08-26 00:00:00,Research_2015_2024,1431-1442,1431,1442,113.174,110.703,113.174,4.302657013631233,11,11,0.39115063760283936,0.4082466589954345,1.0437070012140792,1.0437070012140792,0.7605042016806627,0.7563025210083738,2.5593060571418067,2018-08-27 00:00:00,113.282,110.55942592517998,116.00457407482001,2018-09-13 00:00:00,116.00457407482001,TP,15,2.7225740748200167,1.0,0.9926540107081081,2018
GBPJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2018-11-06 00:00:00,Research_2015_2024,1799-1808,1799,1808,148.36,142.76,148.36,4.687152399896205,9,9,0.5207947110995783,0.5328845883215324,1.023214285714285,1.0232142857142847,0.8695652173913195,0.49275362318841237,1.8729490089135896,2018-11-07 00:00:00,148.53,142.46131118415713,154.5186888158429,2018-12-10 00:00:00,142.46131118415713,SL,28,6.068688815842876,-1.0,-1.0032956048014474,2018
AUDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2018-11-07 00:00:00,Research_2015_2024,1486-1507,1486,1507,82.472,78.563,82.472,5.561924674716113,21,10,0.2648535559388625,0.5759700967830872,2.17467382962395,1.0355589664875953,0.8946731234866951,0.6343825665859626,2.785190114825089,2018-11-08 00:00:00,82.613,78.38729643385095,86.83470356614906,2018-12-21 00:00:00,78.38729643385095,SL,37,4.2257035661490505,-1.0,-1.002958087287552,2018
SILVER,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2019-02-03 00:00:00,Research_2015_2024,1556-1571,1556,1571,15.862,15.172,15.862,3.7548038704507354,15,10,0.25032025803004904,0.3945264936343165,1.5760869565217395,1.0507246376811596,0.3928571428571723,0.17857142857139005,3.055938945788601,2019-02-04 00:00:00,15.896,15.126058852086118,16.667941147913883,2019-03-04 00:00:00,15.126058852086118,SL,24,0.7699411479138831,-1.0,-1.045458019869221,2019
USDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2019-07-09 00:00:00,Research_2015_2024,1702-1714,1702,1714,108.8,106.778,108.8,4.368110194362363,12,12,0.3640091828635303,0.38795241793813623,1.0657764589515382,1.0657764589515382,0.8785425101215104,0.8502024291498301,0.46089947375644497,2019-07-10 00:00:00,108.934,106.66227489749403,111.20372510250598,2019-08-02 00:00:00,106.66227489749403,SL,20,2.271725102505968,-1.0,-1.0044019410574632,2019
USDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2019-09-05 00:00:00,Research_2015_2024,1756-1766,1756,1766,106.973,104.453,106.973,3.662848434523801,10,10,0.3662848434523801,0.38067460515943846,1.039285714285716,1.039285714285716,0.8226164079822657,0.8137472283813836,0.3620862176639838,2019-09-06 00:00:00,107.071,104.2810027112064,109.86299728879361,2019-11-15 00:00:00,108.773,max_hold,60,2.7899972887936,0.6100364351020376,0.606452202228351,2019
USDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2020-02-19 00:00:00,Research_2015_2024,1891-1903,1891,1903,110.29,108.308,110.29,4.371675857797833,12,16,0.3643063214831528,0.3982647437303837,1.0932139253279505,1.457618567103934,0.771990740740745,0.7384259259259262,3.8413901593405324,2020-02-20 00:00:00,111.198,108.19465673848711,114.1993432615129,2020-02-28 00:00:00,108.19465673848711,SL,7,3.0033432615128817,-1.0,-1.0033296227334845,2020
SILVER,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2020-11-06 00:00:00,Research_2015_2024,2115-2122,2115,2122,25.276,22.569,25.276,3.2304462531292772,7,7,0.46149232187561107,0.5107613580861955,1.1067602512005914,1.1067602512005916,0.7175732217573225,0.4341004184100449,1.2769376595417543,2020-11-08 00:00:00,25.676,22.35950881922445,28.77049118077555,2020-11-27 00:00:00,22.35950881922445,SL,17,3.3164911807755466,-1.0,-1.0105533221987388,2020
AUDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2020-11-10 00:00:00,Research_2015_2024,2117-2134,2117,2134,76.52,73.135,76.52,4.329346659378117,17,10,0.2546674505516539,0.44943350549644684,1.7647858197932083,1.0381093057607105,0.6970740103270207,0.2082616179001626,1.8617004849758554,2020-11-11 00:00:00,76.649,72.93953170730349,80.35846829269651,2021-01-06 00:00:00,80.35846829269651,TP,47,3.7094682926965135,1.0,0.9966302448184826,2020
EURJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2020-12-01 00:00:00,Research_2015_2024,2136-2145,2136,2145,125.11,122.83,125.11,3.275791502128623,9,10,0.363976833569847,0.4396457016014732,1.2078947368421056,1.3421052631578951,0.9647887323943682,0.9647887323943682,3.0069826989521915,2020-12-02 00:00:00,125.89,122.655996251706,129.124003748294,2021-02-10 00:00:00,126.7,max_hold,60,3.2340037482940005,0.2504635315983455,0.24659835364158447,2020
CHFJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2020-12-02 00:00:00,Research_2015_2024,2144-2153,2144,2153,116.102,113.766,116.102,3.680984317133386,9,11,0.40899825745926505,0.4263157428311395,1.0423412204234126,1.2739726027397265,0.9298618490967031,0.8565356004250746,2.7972750953362118,2020-12-03 00:00:00,116.739,113.6073467839888,119.8766532160112,2021-02-12 00:00:00,117.634,max_hold,60,3.131653216011202,0.2857915414849032,0.2794051383232261,2020
EURJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2021-09-07 00:00:00,Research_2015_2024,2361-2379,2361,2379,130.52,127.93,130.52,6.00237629343711,18,16,0.333465349635395,0.39397836675069764,1.1814671814671793,1.0501930501930483,1.0,0.6111111111110848,1.6714681940087364,2021-09-08 00:00:00,130.65,127.82212605669059,133.47787394330942,2021-11-17 00:00:00,129.23,max_hold,60,2.827873943309413,-0.5021440235551001,-0.5065643054525881,2021
CHFJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2021-10-08 00:00:00,Research_2015_2024,2399-2413,2399,2413,120.417,117.533,120.417,4.918962783836845,14,16,0.3513544845597746,0.3681973269628213,1.0479368932038815,1.1976421636615788,0.8743047830923254,0.826473859844265,2.1605209793089752,2021-10-10 00:00:00,120.834,117.38642438402479,124.5875756159752,2021-10-28 00:00:00,124.5875756159752,TP,16,3.447575615975211,1.088758024213321,1.0829568461601595,2021
AUDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2021-10-11 00:00:00,Research_2015_2024,2398-2414,2398,2414,82.025,78.844,82.025,4.456655234850319,16,16,0.27854095217814495,0.3919362785128488,1.4071046840616104,1.4071046840616104,0.8587672052663045,0.8521843207660078,3.3647202685124995,2021-10-12 00:00:00,83.319,78.66555900376109,87.9744409962389,2021-12-21 00:00:00,81.475,max_hold,60,4.653440996238913,-0.3962659033369927,-0.39895208760581474,2021
SILVER,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2021-11-11 00:00:00,Research_2015_2024,2426-2436,2426,2436,24.817,23.007,24.817,3.415093852060066,10,7,0.34150938520600665,0.599999914339835,1.7569060773480667,1.2298342541436467,0.9675036927621884,0.8833087149187583,2.7521610201412026,2021-11-12 00:00:00,25.226,22.87449998108338,27.591500018916623,2021-11-29 00:00:00,22.87449998108338,SL,14,2.351500018916621,-1.0,-1.0148841164016342,2021
EURJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2022-03-22 00:00:00,Research_2015_2024,2533-2549,2533,2549,131.89,124.38,131.89,6.234267401320377,16,13,0.38964171258252356,0.5823672918164696,1.4946225545426635,1.214380825565914,0.8418604651162779,0.8279069767441843,3.1352304220033886,2022-03-23 00:00:00,133.51,124.07884192012644,142.92115807987358,2022-06-01 00:00:00,138.59,max_hold,60,9.431158079873555,0.5386401072887245,0.5373147133239404,2022
XAUUSD,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2022-11-10 00:00:00,Research_2015_2024,2722-2737,2722,2737,1729.435,1617.067,1729.435,4.172219375221524,15,17,0.27814795834810163,0.2948795920902923,1.060153717616906,1.2015075466324936,0.9074492099322787,0.8600451467268615,2.7447353350155876,2022-11-11 00:00:00,1751.947,1610.3338928755675,1893.8221071244325,2023-01-12 00:00:00,1893.8221071244325,TP,51,141.61310712443242,1.0018501112313705,0.9993785885940442,2022
GBPJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2022-12-12 00:00:00,Research_2015_2024,3082-3090,3082,3090,168.96,164.01,168.96,3.2452945032954608,8,8,0.4056618129119326,0.41631555749345767,1.026262626262625,1.0262626262626253,1.0,0.9494949494949521,1.7966518763408807,2022-12-13 00:00:00,169.08,163.62867867500364,174.55132132499637,2022-12-20 00:00:00,163.62867867500364,SL,6,5.451321324996371,-1.0,-1.00366883528004,2022
XAUUSD,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2023-03-17 00:00:00,Research_2015_2024,2824-2846,2824,2846,1959.625,1804.594,1959.625,5.595598993179436,22,15,0.25434540878088346,0.44083059428821564,1.7331965864891536,1.181724945333514,0.9830659159222719,0.9384728278509219,4.492806670679384,2023-03-19 00:00:00,1984.148,1797.667529742349,2177.928470257651,2023-05-29 00:00:00,1941.338,max_hold,60,186.48047025765095,-0.22956827565294888,-0.23144514779680692,2023
AUDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2023-05-01 00:00:00,Research_2015_2024,2907-2912,2907,2912,90.778,87.868,90.778,3.3362518584914587,5,4,0.6672503716982918,0.9246347504719419,1.3857388316151147,1.1085910652920918,0.800509337860781,0.7801358234295408,1.7424939042892003,2023-05-02 00:00:00,91.09,87.6499409232704,94.53805907672958,2023-06-13 00:00:00,94.53805907672958,TP,35,3.4400590767295967,1.002325541457732,0.9986918829300206,2023
GBPJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2023-07-31 00:00:00,Research_2015_2024,3288-3294,3288,3294,182.49,176.3,182.49,3.6763480135038513,6,2,0.6127246689173086,1.9421095321740847,3.1696284329563786,1.0565428109854595,0.7801418439716291,0.723404255319158,1.9284212692487408,2023-08-01 00:00:00,182.96,175.87906596592168,189.80093403407832,2023-10-10 00:00:00,182.66,max_hold,60,7.080934034078325,-0.04236729202054489,-0.04519177815524521,2023
XAUUSD,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2023-10-18 00:00:00,Research_2015_2024,3020-3034,3020,3034,1947.315,1810.288,1947.315,6.619953869322047,14,10,0.4728538478087176,0.6785661662470649,1.4350441883716332,1.025031563122595,0.6964005454498625,0.6735791288239344,2.4779179377139187,2023-10-19 00:00:00,1950.775,1805.1132282906756,2096.376771709324,2023-12-03 00:00:00,2096.376771709324,TP,38,145.6617717093245,0.9995880868446381,0.9971852601050433,2023
SILVER,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2023-11-21 00:00:00,Research_2015_2024,3053-3065,3053,3065,23.596,21.867,23.596,3.347781599314224,12,7,0.278981799942852,0.5310865628921182,1.9036602495249102,1.110468478889531,0.5978260869565191,0.3532608695652182,1.6021568235066799,2023-11-22 00:00:00,23.787,21.737884647884872,25.836115352115126,2023-12-03 00:00:00,25.836115352115126,TP,9,2.049115352115127,1.0,0.9829194584073206,2023
GBPJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2024-02-13 00:00:00,Research_2015_2024,3443-3454,3443,3454,188.89,185.2,188.89,3.460999808095471,11,10,0.31463634619049735,0.41644550536433317,1.323577235772358,1.2032520325203253,0.7530864197530837,0.7345679012345644,3.381806699328561,2024-02-14 00:00:00,189.65,184.93345852321568,194.3465414767843,2024-04-24 00:00:00,193.72,max_hold,60,4.716541476784329,0.8629204301569847,0.858680034922802,2024
EURJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2024-03-19 00:00:00,Research_2015_2024,3172-3178,3172,3178,163.5,160.21,163.5,3.563193940422474,6,7,0.593865656737079,0.6142370796125598,1.034303082935304,1.206686930091188,0.9392523364486006,0.9392523364486006,3.0150282320015247,2024-03-20 00:00:00,164.2,159.97916777089534,168.38083222910467,2024-04-26 00:00:00,168.38083222910467,TP,32,4.220832229104644,0.990523195941278,0.9875616946729273,2024
AUDJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2024-04-24 00:00:00,Research_2015_2024,3208-3217,3208,3217,100.806,97.774,100.806,4.233749563274035,9,4,0.47041661814155944,1.0884590318509593,2.313819261213719,1.0283641160949863,0.8184480234260495,0.8038067349926601,2.7248375513839767,2024-04-25 00:00:00,100.893,97.59496248522224,104.18903751477775,2024-04-29 00:00:00,104.18903751477775,TP,3,3.2980375147777607,0.9993935787597782,0.9956034460084136,2024
SILVER,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2024-05-15 00:00:00,Research_2015_2024,3195-3209,3195,3209,29.008,26.003,29.008,4.2430657439907895,14,11,0.30307612457077066,0.4775133736997651,1.5755558916956587,1.237936772046589,0.9400722021660637,0.8108303249097446,3.988028573872874,2024-05-16 00:00:00,29.716,25.82594641532153,33.62005358467847,2024-07-26 00:00:00,27.897,max_hold,60,3.8900535846784727,-0.46760281327856046,-0.47660011864675705,2024
EURJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2025-03-11 00:00:00,OOS_2025_2026,3413-3426,3413,3426,161.184,154.792,161.184,3.7366545000929587,13,9,0.2874349615456122,0.44077557776440757,1.5334793491864844,1.061639549436797,0.9268985095812668,0.7672107877927674,1.2858742601032511,2025-03-12 00:00:00,161.581,154.36434472709203,168.79165527290797,2025-05-21 00:00:00,162.83,max_hold,60,7.216655272907957,0.17307186678140138,0.17133976243010793,2025
XAUUSD,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2025-04-10 00:00:00,OOS_2025_2026,3496-3500,3496,3500,3167.548,2956.125,3167.548,3.4825124134851086,4,3,0.8706281033712772,1.277386271435797,1.4672008248866037,1.1004006186649529,0.9799008323003366,0.9056136001416695,3.449019697344869,2025-04-11 00:00:00,3188.755,2940.9475235909194,3436.6024764090807,2025-04-21 00:00:00,3436.6024764090807,TP,7,247.80747640908066,1.0001614156303094,0.9987490288651009,2025
EURJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2025-10-05 00:00:00,OOS_2025_2026,3606-3611,3606,3611,175.052,172.262,175.052,3.265175717619799,5,2,0.6530351435239597,1.7104137316492303,2.6191756272401525,1.047670250896061,0.8878143133462414,0.1218568665376957,2.6364576737240144,2025-10-06 00:00:00,175.186,172.04838209385298,178.32161790614703,2025-10-30 00:00:00,178.32161790614703,TP,21,3.137617906147028,0.999362573755048,0.9953786597241204,2025
CHFJPY,D1,RS100_RECLAIM_RR1,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.0,2025-10-06 00:00:00,OOS_2025_2026,3666-3670,3666,3670,187.579,183.967,187.579,3.2776917439694198,4,4,0.8194229359923549,1.1708310555527486,1.428848283499441,1.428848283499441,0.9617950272892561,0.9181322013341302,3.6766924008400457,2025-10-07 00:00:00,189.13,183.6915012433944,194.56449875660556,2025-11-13 00:00:00,194.56449875660556,TP,31,5.438498756605583,0.9992645029117345,0.9955870174704278,2025
SILVER,D1,RS100_RECLAIM_RR15,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.5,2015-03-23 00:00:00,Research_2015_2024,359-370,359,370,16.885,15.274,16.885,4.373449074672841,11,10,0.3975862795157128,0.46259200640859843,1.1635009310986966,1.0577281191806331,0.7536534446764118,0.37369519832985876,1.5440584018392485,2015-03-24 00:00:00,16.977,15.181910211569084,19.672134682646377,2015-06-03 00:00:00,16.497,max_hold,60,1.795089788430916,-0.2673960952223829,-0.28689372716568173,2015
AUDJPY,D1,RS100_RECLAIM_RR15,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.5,2015-10-09 00:00:00,Research_2015_2024,536-546,536,546,87.507,82.823,87.507,4.081072667080493,10,9,0.40810726670804925,0.5194761346321727,1.2728911661447926,1.145602049530313,0.8906976744185998,0.8116279069767469,1.4642651268086357,2015-10-11 00:00:00,87.92,82.53606563359045,96.6684015496143,2015-12-20 00:00:00,86.942,max_hold,60,5.383934366409548,-0.1816515457732483,-0.18397326798404945,2015
USDJPY,D1,RS100_RECLAIM_RR15,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.5,2015-10-22 00:00:00,Research_2015_2024,552-560,552,560,120.568,118.063,120.568,3.5322908976848937,8,6,0.4415363622106117,0.6639202785069763,1.5036593479707296,1.127744510978047,0.9549887471868056,0.7711927981995551,0.6544532549688039,2015-10-23 00:00:00,120.887,117.88570712743098,125.39143930885355,2016-01-03 00:00:00,120.316,max_hold,60,3.0012928725690244,-0.19025134308576744,-0.19358324051283565,2015
CHFJPY,D1,RS100_RECLAIM_RR15,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.5,2015-12-08 00:00:00,Research_2015_2024,580-596,580,596,123.389,118.726,123.389,5.078076640481078,16,9,0.3173797900300674,0.6132364098924897,1.9321848118759988,1.086853956680249,0.7622682660850566,0.637949836423111,1.6130399331757597,2015-12-09 00:00:00,123.793,118.49643473690276,131.74034789464585,2016-01-05 00:00:00,118.49643473690276,SL,22,5.29656526309725,-1.0,-1.003776032014437,2015
SILVER,D1,RS100_RECLAIM_RR15,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.5,2016-06-13 00:00:00,Research_2015_2024,736-750,736,750,17.379,15.808,17.379,5.4147467912559515,14,10,0.38676762794685365,0.5545720933883403,1.4338637810311905,1.0241884150222789,0.9213483146067456,0.174157303370789,2.871670296979406,2016-06-14 00:00:00,17.418,15.735466599059768,19.939300101410353,2016-07-03 00:00:00,19.939300101410353,TP,16,1.6825334009402315,1.4985141453961055,1.4777121809415268,2016
USDJPY,D1,RS100_RECLAIM_RR15,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.5,2016-10-05 00:00:00,Research_2015_2024,846-857,846,857,103.357,100.085,103.357,3.689391411557104,11,7,0.335399219232464,0.5418753365559769,1.615612993363604,1.0281173594132025,0.7813440320962853,0.5817452357071197,1.5644940958892048,2016-10-06 00:00:00,103.449,99.86328321564429,108.82757517653357,2016-11-15 00:00:00,108.82757517653357,TP,34,3.5857167843557107,1.500000000000002,1.497211157321846,2016
AUDJPY,D1,RS100_RECLAIM_RR15,右肩速度 >= 左肩速度、終値が左肩起点を上抜け、RR1.5,2016-11-13 00:00:00,Research_2015_2024,887-894,887,894,80.632,76.79,80.632,3.4054141052741977,7,3,0.48648772932488543,1.1555244287460826,2.3752385910116187,1.0179593961478366,0.5762711864406493,0.35169491525422425,1.3782758478847255,2016-11-14 00:00:00,80.703,76.50794913326037,86.99057630010944,2016-12-15 00:00:00,86.99057630010944,TP,27,4.195050866739635,1.4988081193389908,1.4958284176864807,2016
